client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072545.mp3	Аха, ҳара урҭ рхаҭақәагьы изхылҵызгьы ҳаҭәашьара иаҵанакит.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072628.mp3	Ҳәарада, уаргьы уԥсуеит, даргьы ԥсуеит.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072631.mp3	Уара Гаврил, ацқьа ила ацхыраара усҭахьан.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072632.mp3	Шәара абри аҩыза аԥҟара шәоур, шәахаҵгыл, ус ианыҟамла, ишәыдшәымкылан ҳәа.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072668.mp3	Уи ида зегьы ақәӡаара рԥеиԥшуп.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072669.mp3	Умшәан! рҳәеит даргьы, ҳара Луҭ ижәлар рзы ҳаашьҭуп.	2	1	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072670.mp3	Ус ишыҟаз, аԥҭа еиԥш ажәҩан иахыҵәаны дара рыԥсҭа ашҟа ирзааиуаз ахлымӡаах гәарҭеит.	3	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20072671.mp3	Ҳәарада, унцәа иахьырхәра иаарласны иҟалоит.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762706.mp3	Аҵыхәтәантәи ахынҳәрагьы иара иахь мацароуп.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762814.mp3	Аха, амаалықьцәа урҭ рҿы иааҭасуа, рҟәаҟәа иаакыдсыло, рыԥсы анырхырхуа аамҭазы рҭагылазаашьа зеиԥшрахои?	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762819.mp3	Ҳара, аамҭак азы Исраил иԥацәа ираҳәаны, ажәа рымаҳххьан.	2	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20813183.mp3	Нас иузымдырӡои ажәҩанқәеи адгьыли знапаҿы иҟоу, аҳрагьы зтәу Аллаҳ имацара шиакәу?	2	0	seventies	male		ab	
