client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20110396.mp3	Амала, алымҳа аҵаӷьычра зҽазызкыз акылӡырҩы дхазуп. Уигьы ицырцыруа ибылуа гәашьа цәымзак ишьҭалоит.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20110397.mp3	Иаҳҭахны ҳааит ҳәа аҭак ҟарҵеит.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20110398.mp3	Акаамеҭ амш аҟынӡа аԥсыӡ амгәарҭа дҭахон.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20265963.mp3	- Уи ҳаблагәы еиԥш дшаҳахьчо алагьы ажәа уаҳҭоит,- рҳәеит.	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20265967.mp3	Ажәҩанқәеи адгьыли ршара, ҳәарада ауааԥсыра ршара аасҭа иеиҳау усуп, аха ауааԥсыра реиҳараҩык абри рыздыруам.	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20317326.mp3	Иара иџьышәшьаларц азы алымҳақәеи, аблақәеи, агәқәеи шәаҭәеишьеит.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20317327.mp3	Аллаҳ иуанаижьырц уиҳәа. Ҳәарада, Аллаҳ кырӡа шәаназыжьуа иоуп, зылԥхагьы кырӡа иҭбаау иоуп.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20317328.mp3	Хыбра дук ргыланы иаразнак убра амца далашәыжь,- рҳәеит егьырҭ.	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20317329.mp3	Ҳәарада, Аллаҳ зегьы идыруеит, насгьы зегьы ҟәыӷарала напхгара риҭоит.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20317330.mp3	Абиԥарацыԥхьаӡа еибырҳәазшәоуп ишыҟоу! Аиашазы урҭ, иахзырҟьацәоз жәларык ракәын!	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20330420.mp3	Иҳаракӡоу, насгьы иҵаулаӡоу аҟәыӷара иақәиҭу Аллаҳ, уареи, уара уԥхьатәиқәеи абас аҵаҳәара шәзааишьҭит.	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20330421.mp3	Ҳәарада, ҳаргьы Аллаҳ дазхазҵоз ауааԥсыра ҳреиуахон.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20330422.mp3	Аллаҳ урҭ рзы наунагӡа изҭанхаша, зыҩныҵҟа аӡиасқәа ҭысуа аџьанаҭқәа ирмазеихьеит. Абар ақәҿиара дуӡӡа!	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20330423.mp3	Ари ҟәыӷарала иҭәу, насгьы зегьы здыруа Аллаҳ ила ишьақәырӷәӷәоу, иаартны иеиҭаҳәоу шәҟәуп.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20330424.mp3	Асабшатәи ԥсшьарамш азгәаҭара, уи иазкны аимак зыбжьалаз рзы мацара иаҭахны иԥхьаӡан.	0	1	thirties	male		ab	
044dd6405d36e86179776c2277aca7a30d6cfc1666bfc7a13e6cd41b1cc717a3fc61462a39b1002ef4afc56ae4e78c136f803de527105082039f5423ab097ec0	common_voice_ab_20341606.mp3	Уи Ибраҳим, Аллаҳ иваҟәылара аԥшьызгоз дреиуамызт.	0	0				ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20380234.mp3	Аллаҳ акырӡа анажьреи арыцҳашьареи злоу иоуп.	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20380235.mp3	Абри амшала иҟарҵаз ацәгьарақәа хьырхәраны ирзыхынҳәит.	1	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20380236.mp3	Шәарҭ ишәаҳҭаз ӷәӷәала ишәкы, иагәылоугьы шәхы иҭажәгала.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20380237.mp3	Иҵабыргыҵәҟьаны, ҳара иааигәоу ажәҩан ацәымзақәа рыла иҳархиеит.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20380238.mp3	Иазхаҵаҩу ауаҩы, агәнаҳа иалаҳаз диеиԥшума? Арҭ хымԥада иеиҟараӡам.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20453191.mp3	Ус ауп, аха шәанрыҳәалак шәыбжьы раҳауама?- иҳәеит Ибраҳим.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20453192.mp3	Урҭ шәара ишәоуз аҵабырг мап ацәызкыз роуп.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20453193.mp3	Уи ақалақь аҟны жәҩык ыҟан, арҭ ауаа адгьылтәылаҿы ацәгьаршра иаҿын, абзиара ашҟа рхы хаӡамызт.	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20453194.mp3	Аллаҳ, агәқәа рыҩныҵҟа ирҭоу бзиаӡаны идыруеит.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20453195.mp3	Кырӡа иҳаназыжьуа Аллаҳ, иуаажәлар изықәиргәыӷыз џьанаҭқәа ирҭалоит. Ҳәарада, Уи иажәа нагӡахоит.	1	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20641464.mp3	Ажәҩанқәеи адгьыли рыҟны иҟоу зегьы иара итәуп.	1	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20641465.mp3	Аӷа иҿаԥхьа ак злымшо, ԥагьара мацарала зыԥсҭазаара зхызгаша ҭыԥҳак лоума?	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20641466.mp3	Унцәа иҟынтә ажәа ыҟамызҭгьы, ирызкыз ақәыӡбара хыркәшахон.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20641467.mp3	Шәара иеиҟароу шәоуп. Амҳаџьырра ицақәази, зыԥсадгьыл иахырцази.	1	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20641468.mp3	Уи поетк иажәа акәӡам. Шаҟа имаҷны иазхашәҵозеи!	0	0	thirties	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742076.mp3	Урҭ ауааԥсыра Аллаҳ иҿаԥхьа хәҭа-хәҭалоуп ишыҟоу. Аллаҳ, урҭ иҟарҵақәо ибзиаӡаны ибарҭоуп.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742077.mp3	Уара, арыцҳашьаҩцәа зегь раасҭа урыцҳашьаҩуп!- иҳәеит Мыса.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742078.mp3	Амапкыҩцәа ракәзар, урҭ рыхәҭаа хыбгалар ауп. Урҭ зҿу зегьы лҵшәада иаанхоит.	1	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742079.mp3	Аиашаҵәҟьа убри ауп, уара унцәа, ажәлар адырра рымамкәа, ртәылақәа залымдарала иқәызхуа иакәӡам.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742080.mp3	Шаҟа иҭыԥ бааԥсузеи абра!- рҳәоит.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742131.mp3	Иҟоу зегьы Аллаҳ ида напхгаҩы дрымаӡам.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742132.mp3	Мысаи, Иасеи ириҭази, насгьы аԥааимбарцәа зегьы Анцәа ириҭази азхаҳҵеит.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742133.mp3	Уи амш азы шьоукы рхырҿы лашоит.	1	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742134.mp3	Ҳәарада, анамаз ахьымӡӷи ацәгьауреи урԥырнагоит.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20742135.mp3	Уи, убри аҩыза гәаҟроуп, азхамҵаҩцәа злаҿагылаша амч ҳәа акгьы рымаӡам.	1	0	seventies	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20749172.mp3	Избанзар, уи амчреи аҟәыӷареи дырқәиҭуп.	1	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20749173.mp3	Аллаҳ аӡәы имаҳагьара дазынижьыр, уи ауаҩы, уинахыс ахылаԥшҩы диоуӡом.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20749174.mp3	Уареи, уабдуцәа Ибраҳими, Исмаили, Исҳаҟи рынцәа, иаӡәыкәу Анцәа ҳимҵахырхәоит.	0	1	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20749175.mp3	Ари амҩа, Унцәа имҩа иашаҵәҟьоуп. Ҳара, аилкаара змоу жәларык рзы ҳажәаԥҟарақәа абас инеиҵыхны иеиҭаҳҳәеит.	0	0	thirties	male		ab	
a68f7a8322ae676ad8256e2928e72816acf1105a03f8aff3d282e6f404ec37016ebecf7642ce3b1d1dfe468b2cc23da847f0bbd220782f328c7c4cb0bd6ed630	common_voice_ab_20749176.mp3	Иара ида, даҽа шьоукы уацәас ишьҭызхыз ауаа, Аллаҳ иааиԥмырҟьаӡакәа дрыцклаԥшуеит.	0	0	thirties	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762309.mp3	Сабгьы ианажь, ҳәарада, иара амҩа иаша иацәхьаҵыз дреиуахеит.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762310.mp3	Унцәа ашьхыц абас аҵеиҳәеит: Ашьхақәа рҟыны, аҵлақәа рҟыны, ауааԥсыра идыргыло ақьалақәа рҟыны ахыбрақәа ылх.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762311.mp3	Аҵыхәтәаны, амра агыламҭаз игәыҭҟьагаз уи абжьыцәгьа урҭ ааннакылеит.	1	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762312.mp3	Иаҳҭаххар, рыблақәа зынӡа иҳарлашәуан, усҟан амҩа иаша рыԥшаарц азы иеибарыҩуа иқәзаауан, аха ишԥарбарыз?	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762313.mp3	Аиаша имцны изыԥхьаӡоз рзы уи амш, ҳаӷоу имшхароуп!	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762431.mp3	Ауааԥсыра рыбжьарагьы иӡбара ааирԥшуеит.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762432.mp3	Аллаҳ зегьы рзы шәага-загак аԥиҵахьеит.	1	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762433.mp3	Урҭ рыбжьара аӡәы, хшараны аҭыԥҳа гәырӷьаҽҳәашас данрырҭалак, ргәы ԥжәаны рхаҿы еиқәаҵәаӡа иҟалоит.	1	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762434.mp3	Сара Аллаҳ исыҵеиҳәаз мацара сықәныҟәоит.	1	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762435.mp3	Дара ракәзар, арҭ амалықьцәа рҟынтә хаҵеи-ԥҳәыси иеилызхшақәа рҵар рҭахын.	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762454.mp3	Урҭ Аҟәырҟан иазымхәыцӡои? Мамзаргьы, рыгәқәа шәаҳаума?	0	0	seventies	male		ab	
2f1d07aecd486adc0feb75297dc2775782552bf39860807439fb6cee282ac5dd7efe172f2897e51bc470b3235c668bcfabb816e3b126a2ec23e3210cb51def37	common_voice_ab_20762455.mp3	Иҟашәҵаз аус бзиақәа ирылҵшәаны иахьа ишәфа, ишәжәы!	0	0	seventies	male		ab	
